PERIOD,W OR P,PARTICIPANT NAME,PARTICIPANT #,IP #,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,PARTICIPANT %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,CURRENT ACTIVITY AMT,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS,FOREIGN SOCIETY ADJUSTMENT,COMPANY CODE,COMPANY NAME
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.9,27229,,0.36,,20203,0.36,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RETURN THE FAVOR,10232622,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,5,6465,,0.06,,20203,0.06,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RHYTHM OF LOVE,19355724,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,12.5,3546,,0.08,,20203,0.08,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RUNNIN,9655355,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.24,3698,,0.04,,20203,0.04,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,25,364,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SLEEPIN,6517303,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.25,2404,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SO SEXY,12444657,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,50,1838,,0.18,,20203,0.18,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,STUNNAS,8341404,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.26,3465,,0.04,,20203,0.04,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SUCKA FOR LOVE,9588033,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.25,14136,,0.17,,20203,0.17,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TELL ME WHAT TO DO,23868477,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,14.65,36647,,1.03,,20203,1.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,12.5,167479,,4,,20203,4,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,2.5,62418,,0.3,,20203,0.3,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,9.5,68831,,1.25,,20203,1.25,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,UNCOMMON ME,13444633,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,16.66,1291,,0.04,,20203,0.04,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WALKING ON THE CEILING,25112301,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,25,29791,,1.42,,20203,1.42,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WEEKEND JUMP OFF,9046413,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.24,501,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHAT IF,5975056,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,20,24505,,0.94,,20203,0.94,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHATCHAMACALLIT,9890973,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.26,1852,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHERE IT HURTS,16337027,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,30,4965,,0.28,,20203,0.28,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,11.25,6378,,0.14,,20203,0.14,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WRONG WHEN YOU RE GONE,9433206,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,6.26,607,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,7.09,3594873,,48.72,,20203,48.72,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YOUNG LOVE,7954663,SPOTIFY FAMILY,UNITED STATES,,,0,FF,000:00,5,33976,,0.32,,20203,0.32,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,63664,,0.65,,20203,0.65,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY I,16032652,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,16.7,326154,,8.91,,20203,8.91,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY MAKIN HIPS,8342044,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,2546,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,9.16,575425,,8.62,,20203,8.62,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,12.5,1291,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BRAVE,9267251,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,1727,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,CATCHING FEELINGS,14700315,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,7.5,31047,,0.38,,20203,0.38,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,COME HOME,19882539,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,8.34,5229,,0.07,,20203,0.07,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,CUT OFF TIME,9338728,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,8.34,1584,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,DREAMING,13151017,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,31.66,140,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FATAL,7234384,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,12.5,5731,,0.12,,20203,0.12,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FIRST TIME,5975144,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,25,3140,,0.13,,20203,0.13,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOREVER,9254020,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,852,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,1.26,79916,,0.16,,20203,0.16,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FREAKSHOW,8715608,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,11.26,10030,,0.18,,20203,0.18,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,10,11365,,0.19,,20203,0.19,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GET INVOLVED,10873017,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,15,1955,,0.05,,20203,0.05,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GRAVITY,20040422,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,15,2387,,0.06,,20203,0.06,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HALO,9890979,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,57480,,0.59,,20203,0.59,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HELLO,13267237,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,7.5,19583,,0.24,,20203,0.24,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HOOK IT UP,13267238,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,7.5,4455,,0.05,,20203,0.05,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HUSH LITTLE LADY,5975094,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,10,1435,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,I NOMINATE YOU,8342042,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,15319,,0.16,,20203,0.16,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,397107,,4.06,,20203,4.06,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,IN PERSON,9890978,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,1170,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,IT S OVER,9655294,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.24,19517,,0.2,,20203,0.2,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,JUICY,8860081,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,20,604,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LET S STAY TOGETHER,13728558,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,25,3934,,0.16,,20203,0.16,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIAR LIAR,24231731,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,20,154,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIGHTS ON,8565631,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,17.5,5440,,0.16,,20203,0.16,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIKE A BOY,8406077,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,2,167079,,0.55,,20203,0.55,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIMITLESS,25112314,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,7,183667,,2.1,,20203,2.1,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LONG GONE,10010738,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,2.08,7204,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAD,13545125,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,10.62,11750,,0.2,,20203,0.2,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGIC,9967443,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,2769,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MESS,25550456,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,25,58919,,2.41,,20203,2.41,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MUSIC BOX,9013145,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,494,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,NO DEFINITION,9267224,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,1874,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ONE MORE DANCE,13603279,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,12.5,1485,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PHONOGRAPHY,10057080,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,7078,,0.07,,20203,0.07,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,15,37019,,0.91,,20203,0.91,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRETTY BOY,9588046,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,1750,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,16.67,44374,,1.21,,20203,1.21,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RADAR,9267319,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,70616,,0.72,,20203,0.72,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,REARVIEW RIDIN,9071627,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.24,3230,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.9,25717,,0.29,,20203,0.29,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RETURN THE FAVOR,10232622,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,5,4166,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RHYTHM OF LOVE,19355724,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,12.5,2646,,0.05,,20203,0.05,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RUNNIN,9655355,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.24,1932,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,25,1059,,0.04,,20203,0.04,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SLEEPIN,6517303,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,1987,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SO SEXY,12444657,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,50,2143,,0.18,,20203,0.18,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,STUNNAS,8341404,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,7693,,0.08,,20203,0.08,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SUCKA FOR LOVE,9588033,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.25,10698,,0.11,,20203,0.11,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TELL ME WHAT TO DO,23868477,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,14.65,39186,,0.94,,20203,0.94,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,12.5,219921,,4.5,,20203,4.5,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,2.5,43609,,0.18,,20203,0.18,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,9.5,105835,,1.64,,20203,1.64,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,UNCOMMON ME,13444633,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,16.66,3220,,0.09,,20203,0.09,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WALKING ON THE CEILING,25112301,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,25,19028,,0.78,,20203,0.78,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHAT IF,5975056,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,20,16030,,0.52,,20203,0.52,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHATCHAMACALLIT,9890973,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,2267,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WHERE IT HURTS,16337027,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,30,5841,,0.29,,20203,0.29,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,11.25,5124,,0.09,,20203,0.09,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WRONG WHEN YOU RE GONE,9433206,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,6.26,851,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,7.09,2819730,,32.7,,20203,32.7,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YOUNG LOVE,7954663,SPOTIFY FREE,UNITED STATES,,,0,FF,000:00,5,22669,,0.19,,20203,0.19,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ABOUT A BOY,8348636,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,550,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.25,159764,,3.19,,20203,3.19,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY I,16032652,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,16.7,358605,,19.12,,20203,19.12,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY MAKIN HIPS,8342044,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,4736,,0.09,,20203,0.09,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,9.16,1097438,,32.1,,20203,32.1,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BETTER,8714988,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,12.5,224,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,12.5,4626,,0.18,,20203,0.18,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BRAVE,9267251,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,3075,,0.06,,20203,0.06,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,CATCH MY BREATH,9986236,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,12.5,207,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,CATCHING FEELINGS,14700315,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,7.5,57423,,1.38,,20203,1.38,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,COME HOME,19882539,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,8.34,10087,,0.27,,20203,0.27,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,CUT OFF TIME,9338728,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,8.34,2362,,0.06,,20203,0.06,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,DREAMING,13151017,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,31.66,262,,0.03,,20203,0.03,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ECHO,11132906,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.24,678,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FATAL,7234384,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,12.5,13861,,0.55,,20203,0.55,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FIRST TIME,5975144,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,25,4519,,0.36,,20203,0.36,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOREVER,9254020,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,2053,,0.04,,20203,0.04,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,1.26,123529,,0.5,,20203,0.5,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FREAKSHOW,8715608,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,11.26,45328,,1.63,,20203,1.63,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,10,15045,,0.48,,20203,0.48,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GET INVOLVED,10873017,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,15,2513,,0.12,,20203,0.12,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GHOST,9267350,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,290,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GIRLS GONE WILD,8348635,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.25,288,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GO MISSING,24231727,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,25,240,,0.02,,20203,0.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GRAVITY,20040422,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,15,6896,,0.33,,20203,0.33,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HALO,9890979,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,185270,,3.7,,20203,3.7,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HELLO,13267237,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,7.5,12313,,0.29,,20203,0.29,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HOLD ON,9717790,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,348,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HOOK IT UP,13267238,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,7.5,3061,,0.07,,20203,0.07,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,HUSH LITTLE LADY,5975094,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,10,3386,,0.11,,20203,0.11,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,I NOMINATE YOU,8342042,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,23509,,0.47,,20203,0.47,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.25,705272,,14.08,,20203,14.08,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,IN PERSON,9890978,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.26,2358,,0.05,,20203,0.05,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,IT S OVER,9655294,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.24,51142,,1.02,,20203,1.02,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,JUICY,8860081,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,20,1844,,0.12,,20203,0.12,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,KEEP A FRIEND,9655296,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,6.24,366,,0.01,,20203,0.01,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LET S STAY TOGETHER,13728558,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,25,3078,,0.25,,20203,0.25,0,0,,0,BMI
20203,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIAR LIAR,24231731,SPOTIFY PREM,UNITED STATES,,,0,FF,000:00,20,262,,0.02,,20203,0.02,0,0,,0,BMI
